Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
homeworld,https://www.metacritic.com/game/pc/homeworld,Sierra Entertainment,"Relic, Relic Entertainment",31-Aug-99,,"Deported to a harsh desert world, exiles have struggled for three thousand years to regain the stars. Now it's up to you to guide them home through a brutal empire bent on annihilation. Homeworld boasts amazing ship graphics and gorgeous deep-space vistas, a unique command and navigation interface and white-knuckle real-time strategy. [Sierra] Collapse",93,universal acclaim,20,20,0,0,8.8,generally favorable reviews,408,42,2,1,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command",8,E,"#1 Best PC Game of 1999
#6 Most Discussed PC Game of 1999
#2 Most Shared PC Game of 1999"
god-of-war,https://www.metacritic.com/game/pc/god-of-war,"PlayStation Studios , PlayStation PC",SCE Santa Monica,14-Jan-22,"PlayStation 2, PlayStation 4","The God of War has changed... and this is not the Kratos you know. A difficult and unfamiliar road awaits as you explore a stunning retelling of a classic story. Join Kratos as he adventures through a deep and reflective journey of growth, violence and the desire to become a better man for the sake of his son. In a world of monsters, dragons and gods, the weight of responsibility rests heavy on your shoulders -- and when your life is filled with blood and chaos, how can you prevent the mistakes of the past in order to protect your future? Collapse",93,universal acclaim,60,59,1,0,8.5,generally favorable reviews,1418,253,33,33,"Action Adventure, Linear",No Online Multiplayer,M,"#4 Best PC Game of 2022
#6 Most Discussed PC Game of 2022"
beat-saber,https://www.metacritic.com/game/pc/beat-saber,Hyperbolic Magnetism,Hyperbolic Magnetism,21-May-19,PlayStation 4,Beat Saber is a VR rhythm game where your goal is to slash the beats which perfectly fit into precisely handcrafted music.,93,universal acclaim,7,7,0,0,8.5,generally favorable reviews,192,41,4,1,"Action, Rhythm, General, Music",No Online Multiplayer,,"#2 Best PC Game of 2019
#73 Most Discussed PC Game of 2019
#89 Most Shared PC Game of 2019"
hades,https://www.metacritic.com/game/pc/hades,Supergiant Games,Supergiant Games,17-Sep-20,"PlayStation 4, PlayStation 5, Switch, Xbox One, Xbox Series X",Defy the god of death as you hack and slash your way out of the Underworld in this rogue-like dungeon crawler from the creators of Bastion and Transistor.,93,universal acclaim,58,58,0,0,8.8,generally favorable reviews,1519,300,36,26,"Role-Playing, Action Adventure, General, Linear, Roguelike",No Online Multiplayer,T,"#2 Best PC Game of 2020
#17 Most Discussed PC Game of 2020"
star-wars-knights-of-the-old-republic,https://www.metacritic.com/game/pc/star-wars-knights-of-the-old-republic,LucasArts,BioWare,18-Nov-03,"iPhone/iPad, Switch","Engage in this saga set in the Golden Age of the Republic - over 4,000 years before the first Star Wars film, when both Jedi and Sith number in the thousands. With the Galaxy reeling from a recent conflict with the Dark Lords, the ongoing battle between the Jedi and the Sith rages on. Your＃ Expand",93,universal acclaim,33,33,0,0,9,universal acclaim,2262,311,19,26,"Role-Playing, Third-Person, Third-Person, General, Western-Style",No Online Multiplayer,T,"#2 Best PC Game of 2003
#1 Most Discussed PC Game of 2003
#2 Most Shared PC Game of 2003"
world-of-warcraft,https://www.metacritic.com/game/pc/world-of-warcraft,Blizzard Entertainment,Blizzard Entertainment,23-Nov-04,,"Four years have passed since the aftermath of Warcraft III: Reign of Chaos, and a great tension now smolders throughout the ravaged world of Azeroth. As the battle-worn races begin to rebuild their shattered kingdoms, new threats, both ancient and ominous, arise to plague the world once again. World of Warcraft is an online role-playing experience set in the award-winning Warcraft universe. Players assume the roles of Warcraft heroes as they explore, adventure, and quest across a vast world. Being ""Massively Multiplayer,"" World of Warcraft allows thousands of players to interact within the same world. Whether adventuring together or fighting against each other in epic battles, players will form friendships, forge alliances, and compete with enemies for power and glory. A dedicated live team will create a constant stream of new adventures to undertake, lands to explore, and monsters to vanquish. This content ensures that the game will never be the same from month to month, and will continue to offer new challenges and adventures for years to come. [Blizzard Entertainment] Collapse",93,universal acclaim,57,56,1,0,7.4,mixed or average reviews,3416,345,97,177,"Role-Playing, Miscellaneous, Massively Multiplayer Online, Massively Multiplayer, Board / Card Game, Fantasy, Fantasy",,T,"#3 Best PC Game of 2004
#3 Most Discussed PC Game of 2004
#2 Most Shared PC Game of 2004"
grand-theft-auto-san-andreas,https://www.metacritic.com/game/pc/grand-theft-auto-san-andreas,Rockstar Games,Rockstar North,7-Jun-05,"iPhone/iPad, PlayStation 2, PlayStation 3, PlayStation 4, Xbox 360","Five years ago Carl Johnson escaped from the pressures of life in Los Santos, San Andreas... a city tearing itself apart with gang trouble, drugs and corruption. Where filmstars and millionaires do their best to avoid the dealers and gangbangers. Now, it's the early 90s. Carl's got to go home. His mother has been murdered, his family has fallen apart and his childhood friends are all heading towards disaster. On his return to the neighborhood, a couple of corrupt cops frame him for homicide. CJ is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets. [Rockstar] Collapse",93,universal acclaim,47,45,2,0,8.9,generally favorable reviews,4124,425,37,37,"Action Adventure, Modern, Modern, Open-World",No Online Multiplayer,M,"#2 Best PC Game of 2005
#1 Most Discussed PC Game of 2005
#1 Most Shared PC Game of 2005"
call-of-duty-4-modern-warfare,https://www.metacritic.com/game/pc/call-of-duty-4-modern-warfare,Activision,Infinity Ward,5-Nov-07,"PlayStation 3, Xbox 360","As Call of Duty 4: Modern Warfare's single player campaign unfolds, the player is introduced to new gameplay at every turn 每 one moment you are fast-roping from your Black Hawk helicopter after storming into the war zone with an armada of choppers, the next you are a sniper, under concealment, in a Ghillie suit miles behind enemy lines, the next you are engaging hostiles from an AC-130 gunship thousands of feet above the battlefield. Mixed with explosive action, Call of Duty 4: Modern Warfare also delivers special effects, including use of depth of field, rim-lighting, character self-shadowing, real time post-processing, texture streaming as well as physics-enabled effects. Infinity Ward deployed a dedicated team from the start to deliver a new level of depth to multiplayer. Building on the hit ""Call of Duty 2"" online experience, Call of Duty 4: Modern Warfare's new multiplayer provides the community an addictive and accessible experience to gamers of all levels. [Activision] Collapse",92,universal acclaim,40,40,0,0,8.5,generally favorable reviews,3796,496,66,50,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",18,M,"#3 Best PC Game of 2007
#4 Most Discussed PC Game of 2007
#3 Most Shared PC Game of 2007"
warcraft-iii-reign-of-chaos,https://www.metacritic.com/game/pc/warcraft-iii-reign-of-chaos,Blizzard Entertainment,Blizzard Entertainment,3-Jul-02,,"[Metacritic's 2002 PC Game of the Year] It has been nearly fifteen years since the war between the orcs and humans ended. An uneasy peace settled over the land while, for years, the drums of war were silent. Yet the kingdoms of men grew complacent in their victory - and slowly, the defeated orcish clans regrouped under the banner of a new visionary leader. Now a darker shadow has fallen over the world, threatening to extinguish all life - all hope. The drums of war play upon the winds once again - rising urgently towards the inevitable hour when the skies will rain fire - and the world will tremble before the coming of the Burning Legion. The Day of Judgment has come... [Blizzard] Collapse",92,universal acclaim,40,40,0,0,9.2,universal acclaim,2380,226,7,17,"Strategy, Real-Time, Fantasy, General, Fantasy",,T,"#2 Best PC Game of 2002
#2 Most Discussed PC Game of 2002
#6 Most Shared PC Game of 2002"
the-sims,https://www.metacritic.com/game/pc/the-sims,Maxis,Maxis,4-Feb-00,PlayStation 2,"In ""SimCity,"" you had the power to build and control cities ... with The Sims, you'll create and control people!",92,universal acclaim,38,37,1,0,7.9,generally favorable reviews,782,66,13,11,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",,T,"#2 Best PC Game of 2000
#7 Most Discussed PC Game of 2000
#8 Most Shared PC Game of 2000"
sid-meiers-gettysburg!,https://www.metacritic.com/game/pc/sid-meiers-gettysburg!,Electronic Arts,Firaxis Games,30-Sep-97,,"Experience victory in Sid Meier's Gettysburg! It's the most engrossing and sophisticated real-time strategy game ever. In a stunning 3D battlefield, you plan the tactics, lead the troops, and take history into your own hands. Attack from the trees to protect your brigade,rally around a General for a quicker recovery, entrench your troops as your cannons blast the hillside, and much, much more with just a click of the mouse! Complete multiplayer support via internet, LAN, modem and serial link. [Firaxis] Collapse",92,universal acclaim,7,7,0,0,7.4,mixed or average reviews,42,7,0,2,"Strategy, Real-Time, Wargame, Real-Time, General",18,K-A,"#1 Best PC Game of 1997
#10 Most Discussed PC Game of 1997
#6 Most Shared PC Game of 1997"
world-soccer-winning-eleven-7-international,https://www.metacritic.com/game/pc/world-soccer-winning-eleven-7-international,VU Games,KCET,9-Apr-04,,"Winning Eleven 7 International features 100 teams, 21 stadiums, new player models and key additions to the Master League. Winning Eleven 7 also utilizes a custom designed engine that allows for great flexibility and customization. Upon entering a match, players will find incredibly masterful gameplay, beautifully rendered stadiums and picture-perfect player models. While on the field, players will experience true-to-life gameplay, with carefully tuned A.I., realistic pace and balance. [Konami] Collapse",92,universal acclaim,7,7,0,0,7,mixed or average reviews,89,19,0,3,"Sports, Traditional, Team, Soccer, Sim, Sim",12,E,"#4 Best PC Game of 2004
#44 Most Discussed PC Game of 2004
#18 Most Shared PC Game of 2004"
team-fortress-2,https://www.metacritic.com/game/pc/team-fortress-2,"Electronic Arts , Valve Software",Valve Software,10-Oct-07,,"Team Fortress 2 (TF2) is the sequel to the game that put class-based, multiplayer team warfare on the map. TF2 delivers new gametypes, a signature art style powered by Valve＊s next generation animation technology, persistent player statistics, and more. Unlike other ""class-based"" games that offer a variety of combat classes only, Team Fortress 2 packs a wild variety of classes which provide a broad range of tactical abilities and personalities, and lend themselves to a variety of player skills. Play as the flame-throwing Pyro, the room clearing Heavy, or the Spy, a master of disguises. Other classes include: Scout, Sniper, Medic, Engineer, Demoman, or Soldier. TF2 features the most advanced graphics of any Source-based game released to date 每 and the most exciting class-based action ever created. [Valve] Collapse",92,universal acclaim,17,17,0,0,9,universal acclaim,7290,1381,100,104,"Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern",32,M,"#4 Best PC Game of 2007
#1 Most Discussed PC Game of 2007
#1 Most Shared PC Game of 2007"
