Title,Original Price,Discounted Price,Release Date,Link,Game Description,Recent Reviews Summary,All Reviews Summary,Recent Reviews Number,All Reviews Number,Developer,Publisher,Supported Languages,Popular Tags,Game Features,Minimum Requirements
Borderlands 3,$29.99 ,$29.99 ,"13 Mar, 2020",https://store.steampowered.com/app/397540/Borderlands_3/?snr=1_7_7_230_150_4,"The original shooter-looter returns, packing bazillions of guns and a mayhem-fueled adventure! Blast through new worlds and enemies as one of four new Vault Hunters.",Very Positive,Very Positive,"- 86% of the 1,250 user reviews in the last 30 days are positive.","- 85% of the 94,791 user reviews for this game are positive.",Gearbox Software,2K,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['RPG', 'Action', 'Multiplayer', 'Looter Shooter', 'FPS', 'Loot', 'Online Co-Op', 'Open World', 'Co-op', 'Shooter', 'Co-op Campaign', 'Singleplayer', 'Gore', 'First-Person', 'Violent', 'Adventure', 'Nudity', 'Comedy', 'Great Soundtrack', 'Epic']","['Single-player', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",Requires a 64-bit processor and operating system | OS: |  Windows 7/10 (latest service pack) | Processor: |  AMD FX-8350 or Intel i5-3570 | Memory: |  6 GB RAM | Graphics: |  AMD Radeon? HD 7970 or NVIDIA GeForce GTX 680 2 GB | DirectX: |  Version 11 | Storage: |  75 GB available space | Sound Card: |  DirectX Compatible
Starship Troopers: Extermination,$14.49 ,$14.49 ,"17 May, 2023",https://store.steampowered.com/app/1268750/Starship_Troopers_Extermination/?snr=1_7_7_230_150_4,"Starship Troopers: Extermination is a 16 player co-op FPS that puts you on the far-off front lines of an all-out battle against the Bugs! Squad up, grab your rifle, and do your part as an elite Deep Space Vanguard Trooper set to take back planets claimed by the Arachnid threat!",Very Positive,Very Positive,- 83% of the 906 user reviews in the last 30 days are positive.,"- 92% of the 20,133 user reviews for this game are positive.",Offworld Industries,Offworld Industries,['English'],"['Online Co-Op', 'Action', 'Sci-fi', 'First-Person', 'FPS', 'Combat', 'Co-op', 'Multiplayer', 'Arcade', 'Aliens', 'Wargame', 'PvE', 'Space', 'Shooter', 'Base Building', 'Arena Shooter', 'Class-Based', 'Early Access', '3D', 'Realistic']","['Online Co-op', 'Partial Controller Support']",Requires a 64-bit processor and operating system | OS: |  Windows 10 64-bit | Processor: |  Intel Core i3-8100 or AMD Ryzen 3 3300X | Memory: |  12 GB RAM | Graphics: |  Nvidia GTX 970 or AMD RX 570 | DirectX: |  Version 12 | Storage: |  20 GB available space
Albion Online,Free,Free,"16 May, 2018",https://store.steampowered.com/app/761890/Albion_Online/?snr=1_7_7_230_150_4,"Albion Online is a fantasy sandbox MMORPG featuring a player-driven economy, classless combat system, and intense PvP battles. Explore a vast open world full of danger and opportunity. Grow your wealth, forge alliances, and leave your mark on the world of Albion.",Mostly Positive,Mostly Positive,"- 76% of the 1,077 user reviews in the last 30 days are positive.","- 79% of the 63,064 user reviews for this game are positive.",Sandbox Interactive GmbH,Sandbox Interactive GmbH,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Polish', 'Russian', 'Portuguese - Portugal', 'Spanish - Latin America', 'Korean', 'Simplified Chinese', 'Italian', 'Japanese', 'Traditional Chinese', 'Indonesian']","['Free to Play', 'MMORPG', 'Open World', 'Massively Multiplayer', 'Sandbox', 'RPG', 'Crafting', 'Multiplayer', 'PvP', 'Survival', 'Loot', 'PvE', 'Economy', 'Medieval', 'Co-op', 'Fantasy', 'Strategy', 'Action', 'Singleplayer', 'Difficult']","['MMO', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']","Requires a 64-bit processor and operating system | OS: |  Windows 7, 8 or 10 (64-bit) | Processor: |  Intel/AMD CPU with SSE2 | Memory: |  4 GB RAM | Graphics: |  Graphics card with DirectX 10 support or better | DirectX: |  Version 10 | Network: |  Broadband Internet connection | Storage: |  2 GB available space"
F1? Manager 2023,$35.99 ,$35.99 ,"31 Jul, 2023",https://store.steampowered.com/app/2287220/F1_Manager_2023/?snr=1_7_7_230_150_5,"The intense world of Formula 1? comes alive for a new season in F1? Manager 2023. 23 races, six F1? Sprint events, new cars, new circuits including the Las Vegas Strip Circuit, new drivers, new challenges＃ Your legacy begins here.",Mixed,,- 69% of the 526 user reviews for this game are positive.,,Frontier Developments,Frontier Developments,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish']","['Simulation', 'Strategy', 'Sports', 'Automobile Sim', 'Immersive Sim', 'Time Management', '3D', 'Realistic', 'Driving', 'Economy', 'Management', 'Family Friendly', 'Racing', 'Tactical', 'Base Building', 'Choices Matter', 'PvE', 'Resource Management', 'Team-Based', 'Time Manipulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",Requires a 64-bit processor and operating system | OS: |  Windows 10 64-bit | Processor: |  Intel Core i5-4590 or AMD FX-8370 | Memory: |  8 GB RAM | Graphics: |  Nvidia GeForce GTX 960 or AMD R9 280x (3GB VRAM) | Storage: |  30 GB available space
Hades,$12.49 ,$12.49 ,"17 Sep, 2020",https://store.steampowered.com/app/1145360/Hades/?snr=1_7_7_230_150_5,"Defy the god of the dead as you hack and slash out of the Underworld in this rogue-like dungeon crawler from the creators of Bastion, Transistor, and Pyre.",Overwhelmingly Positive,Overwhelmingly Positive,"- 97% of the 1,821 user reviews in the last 30 days are positive.","- 98% of the 213,542 user reviews for this game are positive.",Supergiant Games,Supergiant Games,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Polish', 'Japanese']","['Action Roguelike', 'Hack and Slash', 'Roguelite', 'Indie', 'Action', 'Mythology', 'Roguelike', 'RPG', 'Great Soundtrack', 'Singleplayer', 'Story Rich', 'Dungeon Crawler', 'Replay Value', 'Isometric', 'Difficult', 'Action RPG', 'Hand-drawn', 'Atmospheric', 'Perma Death', 'Souls-like']","['Single-player', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",OS: |  Windows 7 SP1 | Processor: |  Dual Core 2.4 GHz | Memory: |  4 GB RAM | Graphics: |  1GB VRAM / DirectX 10+ support | Storage: |  15 GB available space
OCTOPATH TRAVELER II,$69.98 ,$48.99 ,"24 Feb, 2023",https://store.steampowered.com/app/1971650/OCTOPATH_TRAVELER_II/?snr=1_7_7_230_150_5,"This game is a brand-new entry in the OCTOPATH TRAVELER series, the first installment of which was initially released in 2018 and sold over 3 million copies worldwide.",Very Positive,Overwhelmingly Positive,- 94% of the 559 user reviews in the last 30 days are positive.,"- 95% of the 5,711 user reviews for this game are positive.","Square Enix, ACQUIRE Corp.",Square Enix,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']","['Turn-Based', 'RPG', 'JRPG', 'Party-Based RPG', '2.5D', 'Open World', 'Choices Matter', 'Story Rich', 'Cute', 'Turn-Based Combat', 'Strategy', 'Anime', 'Fantasy', 'Casual', 'Pixel Graphics', 'Magic', 'Atmospheric', 'Adventure', 'Emotional', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","OS: |  Windows? 10 / 11 64-bit | Processor: |  AMD Ryzen? 3 1200 / Intel? Core? i3-6100 | Memory: |  8 GB RAM | Graphics: |  AMD Radeon? RX 460 / NVIDIA? GeForce? GTX 750 | DirectX: |  Version 12 | Storage: |  10 GB available space | Additional Notes: |  60 FPS @ 1280x720, Preset ""Low"", 2GB VRAM required"
Brotato,$3.29 ,$3.29 ,"23 Jun, 2023",https://store.steampowered.com/app/1942280/Brotato/?snr=1_7_7_230_150_5,Brotato is a top-down arena shooter roguelite where you play a potato wielding up to 6 weapons at a time to fight off hordes of aliens. Choose from a variety of traits and items to create unique builds and survive until help arrives.,Overwhelmingly Positive,Overwhelmingly Positive,"- 95% of the 3,098 user reviews in the last 30 days are positive.","- 96% of the 44,764 user reviews for this game are positive.",Blobfish,Blobfish,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Italian', 'Turkish']","['Action Roguelike', 'Roguelite', 'Bullet Hell', 'Arena Shooter', 'Top-Down Shooter', '2D', 'Casual', 'Top-Down', 'RPG', 'Action', 'Post-apocalyptic', 'Procedural Generation', 'Hand-drawn', 'Funny', 'Aliens', 'Cartoony', 'Controller', 'Combat', 'Perma Death', 'Cute']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud']","OS: |  Windows 7+ | Processor: |  2 Ghz | Memory: |  4 GB RAM | Graphics: |  128MB, OpenGL 3+ | Storage: |  200 MB available space"
NOBUNAGA'S AMBITION: Awakening,$49.99 ,$49.99 ,"20 Jul, 2022",https://store.steampowered.com/app/1336980/NOBUNAGAS_AMBITION_Awakening/?snr=1_7_7_230_150_5,Conquer Warring States Japan under one banner,Mixed,Mostly Positive,- 63% of the 206 user reviews in the last 30 days are positive.,"- 71% of the 1,388 user reviews for this game are positive.","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']","['Wargame', 'Real Time Tactics', 'Immersive Sim', 'RTS', 'Grand Strategy', 'Historical', 'Strategy', 'Alternate History', 'Story Rich', 'Tactical', 'Simulation', 'Resource Management', 'Singleplayer', 'Replay Value', 'Military', '3D', 'Great Soundtrack', 'Epic', 'Addictive']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Requires a 64-bit processor and operating system | OS: |  Windows? 10, Windows? 11, 64bit | Processor: |  Intel Core i3-3220 or over (Windows? 10), Intel Core i3-8350K or over (Windows? 11) | Memory: |  4 GB RAM | Graphics: |  NVIDIA GeForce GTX 660 2GB or over, AMD Radeon R7 370 2GB or over | DirectX: |  Version 11 | Network: |  Broadband Internet connection | Storage: |  25 GB available space | Sound Card: |  16 bit stereo, 48KHz WAVE file can be played | Additional Notes: |  1280 x 720 Display required"
Car For Sale Simulator 2023,$10.00 ,$10.00 ,"18 May, 2023",https://store.steampowered.com/app/2248760/Car_For_Sale_Simulator_2023/?snr=1_7_7_230_150_5,"Car For Sale Simulator 2023 - Developed for car enthusiasts, grow your own car sales business by buying and selling different car models. Drive the purchased cars as you wish, repair them, modify them, and sell them to customers at affordable prices.",Very Positive,Very Positive,- 89% of the 926 user reviews in the last 30 days are positive.,"- 86% of the 5,174 user reviews for this game are positive.",Red Axe Games,Red Axe Games,"['English', 'Turkish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Arabic', 'Portuguese - Brazil', 'Danish', 'Dutch', 'Finnish', 'Traditional Chinese', 'Polish', 'Hungarian', 'Norwegian', 'Portuguese - Portugal', 'Ukrainian', 'Greek', 'Czech', 'Swedish']","['Driving', 'Immersive Sim', 'Trading', 'FPS', 'Automobile Sim', 'Life Sim', 'Simulation', '3D', 'First-Person', 'Open World', 'Conversation', 'Realistic', 'Family Friendly', 'Cinematic', 'America', 'Singleplayer', 'Modern', 'Inventory Management', 'Early Access', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","OS: |  Windows (64-bit) 10 | Processor: |  Intel Core i5-2500 @ 3,3 GHz (4 CPUs) | Memory: |  8 GB RAM | Graphics: |  NVidia GeForce GTX 1050 | DirectX: |  Version 11 | Storage: |  5 GB available space"
Hollow Knight,$8.49 ,$8.49 ,"24 Feb, 2017",https://store.steampowered.com/app/367520/Hollow_Knight/?snr=1_7_7_230_150_5,"Forge your own path in Hollow Knight! An epic action adventure through a vast ruined kingdom of insects and heroes. Explore twisting caverns, battle tainted creatures and befriend bizarre bugs, all in a classic, hand-drawn 2D style.",Overwhelmingly Positive,Overwhelmingly Positive,"- 96% of the 4,877 user reviews in the last 30 days are positive.","- 97% of the 269,812 user reviews for this game are positive.",Team Cherry,Team Cherry,"['English', 'French', 'German', 'Spanish - Spain', 'Korean', 'Simplified Chinese', 'Italian', 'Portuguese - Brazil', 'Russian', 'Japanese']","['Metroidvania', 'Souls-like', 'Platformer', 'Great Soundtrack', 'Difficult', '2D', 'Indie', 'Atmospheric', 'Singleplayer', 'Exploration', 'Adventure', 'Story Rich', 'Hand-drawn', 'Action', 'Multiple Endings', 'Dark Fantasy', 'Open World', 'Cute', 'Controller', 'Side Scroller']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","OS: |  Windows 7 (64bit) | Processor: |  Intel Core 2 Duo E5200 | Memory: |  4 GB RAM | Graphics: |  GeForce 9800GTX+ (1GB) | DirectX: |  Version 10 | Storage: |  9 GB available space | Additional Notes: |  1080p, 16:9 recommended"
The Isle,$12.59 ,$12.59 ,"1 Dec, 2015",https://store.steampowered.com/app/376210/The_Isle/?snr=1_7_7_230_150_5,Experience fierce open world survival gameplay as you attempt to stay alive on an unforgiving island inhabited by dinosaurs! Hunt. Grow. Survive.,Very Positive,Very Positive,"- 80% of the 1,454 user reviews in the last 30 days are positive.","- 83% of the 62,901 user reviews for this game are positive.",Afterthought LLC,Afterthought LLC,['English'],"['Dinosaurs', 'Survival', 'Open World', 'Multiplayer', 'Simulation', 'Hunting', 'Massively Multiplayer', 'Realistic', 'Adventure', 'Early Access', 'Action', 'Third Person', 'Co-op', 'Sandbox', 'Horror', 'Walking Simulator', 'Indie', 'Strategy', 'Team-Based', 'RPG']","['MMO', 'Online PvP', 'Partial Controller Support', 'Valve Anti-Cheat enabled']","Requires a 64-bit processor and operating system | OS: |  Windows 7 64-bit or later (64 Bit ONLY) | Processor: |  Quad-core Intel or AMD processor, 3.0 GHz or faster. | Memory: |  8 GB RAM | Graphics: |  NVIDIA GeForce GTX 960 or AMD Radeon R9 280X series card or higher. | DirectX: |  Version 11 | Network: |  Broadband Internet connection | Storage: |  25 GB available space | Additional Notes: |  This game needs a dedicated graphics card to run. Integrated graphics cards will not work."
Total War: WARHAMMER II,$46.99 ,$46.99 ,"28 Sep, 2017",https://store.steampowered.com/app/594570/Total_War_WARHAMMER_II/?snr=1_7_7_230_150_5,"Strategy gaming perfected. A breath-taking campaign of exploration, expansion and conquest across a fantasy world. Turn-based civilisation management and real-time epic strategy battles with thousands of troops and monsters at your command.",Very Positive,Very Positive,"- 84% of the 166 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.","- 93% of the 81,343 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.","CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)",SEGA,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Turkish', 'Simplified Chinese', 'Traditional Chinese']","['Strategy', 'Fantasy', 'Turn-Based Strategy', 'RTS', 'Grand Strategy', 'War', 'Multiplayer', 'Games Workshop', 'Action', 'Turn-Based', 'Singleplayer', 'Dark Fantasy', 'Co-op', 'Tactical', 'Real Time Tactics', 'Story Rich', 'Atmospheric', 'Dinosaurs', 'Great Soundtrack', 'Warhammer 40K']","['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Remote Play on Tablet']",OS: |  Windows 7 64Bit | Processor: |  Intel? Core? 2 Duo 3.0Ghz | Memory: |  5 GB RAM | Graphics: |  NVIDIA GTX 460 1GB | AMD Radeon HD 5770 1GB | Intel HD4000 @720p | DirectX: |  Version 11 | Storage: |  60 GB available space
Teardown,$16.49 ,$16.49 ,"21 Apr, 2022",https://store.steampowered.com/app/1167630/Teardown/?snr=1_7_7_230_150_5,Prepare the perfect heist in this simulated and fully destructible voxel world. Tear down walls with vehicles or explosives to create shortcuts. Stack objects to reach higher. Use the environment to your advantage in the most creative way you can think of.,Overwhelmingly Positive,Overwhelmingly Positive,"- 95% of the 1,442 user reviews in the last 30 days are positive.","- 96% of the 70,488 user reviews for this game are positive.",Tuxedo Labs,Tuxedo Labs,['English'],"['Destruction', 'Physics', 'Sandbox', 'Voxel', 'First-Person', 'Heist', 'Open World', 'Singleplayer', 'Realistic', 'Simulation', '3D', 'Action', 'Puzzle', 'Driving', 'Indie', 'Replay Value', 'Tactical', 'Immersive Sim', 'Puzzle Platformer', 'Runner']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet']",Requires a 64-bit processor and operating system | OS: |  Windows 7 | Processor: |  Quad Core CPU | Memory: |  4 GB RAM | Graphics: |  NVIDIA GeForce GTX 1060 or similar. 3 Gb VRAM. | Storage: |  4 GB available space | Additional Notes: |  Intel integrated graphics cards not supported.
